iter	Passed	Remaining
403	9942	14667
404	9960	14632
405	9978	14598
406	9994	14561
407	10010	14525
408	10027	14489
409	10042	14451
410	10057	14413
411	10071	14374
412	10090	14341
413	10105	14304
414	10124	14272
415	10140	14236
416	10157	14201
417	10175	14167
418	10190	14130
419	10207	14095
420	10224	14061
421	10238	14023
422	10254	13987
423	10272	13954
424	10286	13917
425	10302	13881
426	10321	13851
427	10335	13813
428	10350	13776
429	10364	13739
430	10381	13705
431	10397	13670
432	10412	13634
433	10431	13603
434	10448	13571
435	10463	13535
436	10478	13500
437	10495	13467
438	10509	13430
439	10534	13407
440	10549	13372
441	10567	13340
442	10581	13304
443	10597	13270
444	10613	13237
445	10628	13202
446	10644	13169
447	10662	13137
448	10676	13102
449	10695	13072
450	10713	13041
451	10729	13008
452	10747	12978
453	10764	12946
454	10778	12910
455	10794	12877
456	10811	12845
457	10826	12812
458	10846	12784
459	10864	12754
460	10878	12718
461	10895	12687
462	10911	12655
463	10935	12632
464	10953	12601
465	10971	12572
466	10989	12543
467	11013	12519
468	11037	12496
469	11061	12474
470	11086	12451
471	11106	12423
472	11120	12390
473	11142	12365
474	11168	12344
475	11188	12316
476	11207	12288
477	11222	12255
478	11236	12221
479	11256	12194
480	11274	12165
481	11290	12134
482	11307	12102
483	11323	12072
484	11336	12037
485	11358	12012
486	11373	11980
487	11387	11947
488	11403	11916
489	11416	11882
490	11431	11850
491	11448	11820
492	11462	11787
493	11478	11757
494	11501	11733
495	11515	11701
496	11529	11668
497	11546	11638
498	11559	11606
499	11575	11575
500	11591	11544
501	11607	11514
502	11622	11484
503	11636	11451
504	11651	11421
505	11666	11390
506	11682	11359
507	11707	11338
508	11723	11308
509	11742	11281
510	11756	11250
511	11776	11224
512	11799	11201
513	11820	11176
514	11839	11150
515	11856	11121
516	11876	11095
517	11902	11074
518	11921	11048
519	11942	11023
520	11958	10994
521	11974	10965
522	11999	10943
523	12016	10915
524	12033	10887
525	12049	10858
526	12066	10830
527	12085	10803
528	12099	10773
529	12123	10750
530	12141	10723
531	12165	10701
532	12186	10677
533	12204	10650
534	12223	10624
535	12246	10601
536	12273	10581
537	12298	10560
538	12334	10549
539	12350	10521
540	12366	10492
541	12389	10468
542	12413	10447
543	12435	10423
544	12454	10397
545	12470	10368
546	12488	10342
547	12506	10315
548	12522	10286
549	12537	10258
550	12553	10229
551	12566	10199
552	12587	10174
553	12601	10144
554	12615	10114
555	12632	10088
556	12646	10058
557	12659	10027
558	12677	10001
559	12690	9970
560	12705	9942
561	12727	9919
562	12741	9889
563	12754	9859
564	12771	9832
565	12784	9802
566	12799	9774
567	12815	9746
568	12829	9718
569	12844	9689
570	12859	9661
571	12875	9634
572	12890	9605
573	12903	9576
574	12920	9550
575	12933	9520
576	12950	9493
577	12966	9466
578	12988	9444
579	13004	9416
580	13022	9391
581	13038	9364
582	13053	9336
583	13072	9312
584	13090	9286
585	13114	9264
586	13137	9243
587	13154	9216
588	13178	9195
589	13199	9172
590	13233	9157
591	13252	9133
592	13271	9108
593	13288	9082
594	13302	9054
595	13319	9028
596	13335	9001
597	13352	8975
598	13369	8950
599	13386	8924
600	13410	8903
601	13428	8878
602	13443	8850
603	13467	8829
604	13490	8808
605	13544	8806
606	13576	8789
607	13603	8770
608	13624	8747
609	13641	8721
610	13664	8699
611	13687	8677
612	13706	8653
613	13729	8631
614	13746	8605
615	13766	8581
616	13785	8557
617	13804	8532
618	13820	8506
619	13835	8479
620	13850	8453
621	13865	8426
622	13882	8400
623	13897	8374
624	13911	8347
625	13927	8321
626	13942	8294
627	13957	8267
628	13979	8245
629	13998	8221
630	14011	8194
631	14027	8167
632	14042	8141
633	14056	8114
634	14075	8090
635	14091	8064
636	14105	8037
637	14120	8011
638	14136	7986
639	14150	7959
640	14167	7934
641	14183	7909
642	14199	7883
643	14220	7860
644	14236	7835
645	14250	7809
646	14267	7784
647	14284	7759
648	14300	7734
649	14318	7710
650	14334	7684
651	14349	7658
652	14367	7634
653	14386	7611
654	14403	7586
655	14419	7561
656	14434	7536
657	14452	7511
658	14468	7486
659	14485	7462
660	14502	7437
661	14517	7412
662	14532	7387
663	14549	7362
664	14565	7337
665	14581	7312
666	14598	7288
667	14613	7263
668	14632	7239
669	14649	7215
670	14663	7189
671	14679	7164
672	14693	7139
673	14710	7114
674	14725	7090
675	14741	7065
676	14764	7044
677	14797	7027
678	14827	7009
679	14844	6985
680	14863	6962
681	14884	6940
682	14910	6920
683	14930	6897
684	14951	6875
685	14971	6852
686	14987	6828
687	15008	6806
688	15023	6781
689	15046	6760
690	15061	6735
691	15076	6710
692	15092	6686
693	15106	6660
694	15122	6636
695	15140	6612
696	15154	6587
697	15169	6563
698	15183	6538
699	15201	6514
700	15216	6490
701	15230	6465
702	15247	6441
703	15263	6417
704	15278	6393
705	15295	6369
706	15310	6345
707	15324	6320
708	15342	6297
709	15357	6272
710	15372	6248
711	15389	6224
712	15402	6199
713	15418	6176
714	15436	6152
715	15450	6128
716	15479	6109
717	15497	6086
718	15512	6062
719	15528	6039
720	15544	6015
721	15559	5990
722	15572	5966
723	15588	5942
724	15603	5918
725	15617	5894
726	15635	5871
727	15649	5847
728	15663	5822
729	15679	5799
730	15694	5775
731	15709	5751
732	15727	5728
733	15741	5704
734	15756	5680
735	15769	5656
736	15786	5633
737	15802	5610
738	15816	5585
739	15831	5562
740	15844	5538
741	15860	5514
742	15878	5492
743	15892	5468
744	15907	5444
745	15923	5421
746	15937	5397
747	15953	5374
748	15972	5352
749	15986	5328
750	16007	5307
751	16035	5288
752	16058	5267
753	16084	5247
754	16105	5226
755	16126	5204
756	16144	5182
757	16160	5159
758	16195	5142
759	16223	5123
760	16239	5100
761	16270	5081
762	16289	5059
763	16303	5036
764	16320	5013
765	16338	4991
766	16354	4968
767	16374	4946
768	16400	4926
769	16421	4905
770	16443	4884
771	16465	4862
772	16496	4844
773	16518	4823
774	16544	4803
775	16568	4782
776	16592	4762
777	16617	4741
778	16639	4720
779	16660	4699
780	16682	4677
781	16711	4658
782	16735	4637
783	16753	4615
784	16772	4593
785	16793	4572
786	16821	4552
787	16848	4532
788	16867	4510
789	16884	4488
790	16902	4466
791	16917	4443
792	16932	4420
793	16949	4397
794	16965	4374
795	16980	4351
796	16997	4329
797	17013	4306
798	17030	4284
799	17046	4261
800	17059	4238
801	17074	4215
802	17089	4192
803	17107	4170
804	17124	4148
805	17139	4125
806	17156	4103
807	17172	4080
808	17187	4057
809	17203	4035
810	17219	4012
811	17235	3990
812	17252	3968
813	17271	3946
814	17292	3925
815	17319	3905
816	17340	3884
817	17367	3864
818	17388	3842
819	17405	3820
820	17424	3798
821	17448	3778
822	17467	3756
823	17490	3735
824	17517	3715
825	17555	3698
826	17571	3675
827	17586	3653
828	17602	3631
829	17619	3608
830	17636	3586
831	17650	3564
832	17665	3541
833	17683	3519
834	17699	3497
835	17715	3475
836	17733	3453
837	17749	3431
838	17768	3409
839	17784	3387
840	17797	3364
841	17816	3343
842	17835	3321
843	17849	3299
844	17865	3277
845	17883	3255
846	17898	3233
847	17913	3210
848	17929	3188
849	17946	3167
850	17963	3145
851	17981	3123
852	17995	3101
853	18010	3079
854	18026	3057
855	18040	3034
856	18058	3013
857	18075	2991
858	18093	2969
859	18109	2948
860	18128	2926
861	18147	2905
862	18161	2883
863	18178	2861
864	18194	2839
865	18210	2817
866	18227	2796
867	18242	2774
868	18258	2752
869	18276	2730
870	18292	2709
871	18308	2687
872	18326	2666
873	18349	2645
874	18364	2623
875	18382	2602
876	18402	2580
877	18419	2559
878	18433	2537
879	18449	2515
880	18467	2494
881	18484	2472
882	18501	2451
883	18519	2430
884	18533	2408
885	18564	2388
886	18622	2372
887	18651	2352
888	18674	2331
889	18700	2311
890	18722	2290
891	18749	2270
892	18774	2249
893	18799	2229
894	18822	2208
895	18844	2187
896	18860	2165
897	18873	2143
898	18893	2122
899	18911	2101
900	18928	2079
901	18945	2058
902	18962	2036
903	18977	2015
904	18994	1993
905	19011	1972
906	19027	1950
907	19046	1929
908	19061	1908
909	19076	1886
910	19094	1865
911	19113	1844
912	19132	1823
913	19148	1801
914	19165	1780
915	19184	1759
916	19202	1738
917	19216	1716
918	19235	1695
919	19252	1674
920	19266	1652
921	19282	1631
922	19297	1609
923	19312	1588
924	19331	1567
925	19351	1546
926	19365	1525
927	19382	1503
928	19397	1482
929	19412	1461
930	19430	1440
931	19446	1418
932	19460	1397
933	19478	1376
934	19491	1355
935	19507	1333
936	19522	1312
937	19536	1291
938	19553	1270
939	19570	1249
940	19586	1228
941	19602	1206
942	19619	1185
943	19635	1164
944	19652	1143
945	19670	1122
946	19686	1101
947	19701	1080
948	19717	1059
949	19733	1038
950	19748	1017
951	19762	996
952	19779	975
953	19794	954
954	19809	933
955	19825	912
956	19841	891
957	19862	870
958	19893	850
959	19912	829
960	19931	808
961	19952	788
962	19973	767
963	19997	746
964	20026	726
965	20045	705
966	20071	684
967	20095	664
968	20116	643
969	20133	622
970	20148	601
971	20165	580
972	20258	562
973	20285	541
974	20310	520
975	20359	500
976	20381	479
977	20436	459
978	20478	439
979	20513	418
980	20532	397
981	20546	376
982	20562	355
983	20579	334
984	20595	313
985	20613	292
986	20630	271
987	20646	250
988	20662	229
989	20677	208
990	20693	187
991	20714	167
992	20728	146
993	20744	125
994	20760	104
995	20776	83
996	20790	62
997	20809	41
998	20824	20
999	20838	0
